Date,Product,Category,Price,Quantity,Discount,Sales,Region,Customer_Type,Payment_Method,Rating
2023-08-10,Drawing Pad,Stationery,180,237,5,40527,North,Retail,UPI,3.9
2023-08-10,Correction Pen,Stationery,60,143,0,8580,West,Corporate,Debit Card,3.9
2023-08-10,Dash Cam,Electronics,6000,13,15,66300,South,Corporate,Credit Card,4.8
2023-08-11,Office Chair Deluxe,Furniture,12000,5,10,54000,North,Retail,Credit Card,4.8
2023-08-13,Noise Cancel HP,Electronics,12000,4,10,43200,South,Corporate,Credit Card,3.9
2023-08-14,Planner Annual,Stationery,450,118,5,50445,West,Retail,Debit Card,3.5
2023-08-14,Marker Set,Stationery,200,183,10,32940,North,Corporate,UPI,4.5
2023-08-14,Stapler,Stationery,350,136,10,42840,South,Retail,Cash,4.6
2023-08-15,TV Stand,Furniture,8500,8,5,64600,East,Retail,UPI,4.0
2023-08-16,Conference Table,Furniture,45000,4,0,180000,East,Retail,Credit Card,4.0
2023-08-16,Executive Chair,Furniture,30000,18,3,523800,West,Retail,UPI,3.9
2023-08-17,Graphics Card,Electronics,28000,4,8,103040,East,Retail,Cash,5.0
2023-08-17,Webcam HD,Electronics,5500,2,0,11000,West,Retail,Net Banking,4.8
2023-08-18,Stapler,Stationery,350,98,5,32585,East,Retail,Debit Card,4.1
2023-08-20,Bedside Table,Furniture,6500,18,15,99450,North,Retail,Credit Card,3.9
2023-08-20,Scissors Set,Stationery,90,27,0,2430,West,Retail,UPI,3.7
2023-08-20,Stapler,Stationery,350,233,8,75026,North,Retail,Credit Card,4.3
2023-08-20,Label Maker,Stationery,1200,149,8,164496,South,Corporate,Cash,4.7
2023-08-20,Planner Annual,Stationery,450,208,8,86112,West,Corporate,Credit Card,4.7
2023-08-20,Filing Cabinet,Furniture,8500,13,0,110500,South,Corporate,Debit Card,4.5
2023-08-21,Notebook Leather,Stationery,600,6,8,3312,North,Retail,Debit Card,4.0
2023-08-21,Projector HD,Electronics,55000,4,10,198000,East,Retail,Cash,4.7
2023-08-21,Bookcase,Furniture,8500,18,15,130050,North,Corporate,Cash,3.9
2023-08-21,Reception Desk,Furniture,35000,16,8,515200,West,Retail,Debit Card,3.8
2023-08-22,Storage Bench,Furniture,10500,13,8,125580,South,Retail,Credit Card,4.4
2023-08-22,Robot Vacuum,Electronics,18000,7,8,115920,West,Retail,Net Banking,4.3
2023-08-22,Gaming Headset,Electronics,6500,5,5,30875,North,Retail,Debit Card,3.6
2023-08-22,External SSD 1TB,Electronics,6500,13,15,71825,West,Retail,Credit Card,4.8
2023-08-22,Correction Pen,Stationery,60,284,3,16529,West,Retail,UPI,3.6
2023-08-22,Murphy Bed,Furniture,65000,13,0,845000,South,Corporate,UPI,4.4
2023-08-22,Murphy Bed,Furniture,65000,11,3,693550,South,Retail,Net Banking,3.8
2023-08-23,Robot Vacuum,Electronics,18000,6,8,99360,East,Corporate,Credit Card,4.9
2023-08-23,Laminator A4,Stationery,3500,295,15,877625,North,Retail,UPI,4.6
2023-08-23,Ruler Set,Stationery,50,1,8,46,East,Retail,Cash,4.3
2023-08-24,Binding Machine,Stationery,8500,181,3,1492345,South,Retail,UPI,4.6
2023-08-24,Stapler,Stationery,350,104,5,34580,South,Retail,Net Banking,3.8
2023-08-24,Watercolor Set,Stationery,800,86,5,65360,South,Corporate,UPI,4.5
2023-08-24,Drawing Pad,Stationery,180,4,5,684,North,Retail,Debit Card,4.7
2023-08-25,Marker Set,Stationery,200,16,0,3200,North,Corporate,Debit Card,3.5
2023-08-26,Corner Desk,Furniture,18000,16,15,244800,North,Retail,Credit Card,4.7
2023-08-26,Bluetooth Speaker,Electronics,3500,9,5,29925,East,Retail,Credit Card,4.0
2023-08-26,Pencil Set,Stationery,600,153,0,91800,West,Corporate,Credit Card,5.0
2023-08-26,Notepad Premium,Stationery,500,25,5,11875,East,Corporate,UPI,4.2
2023-08-27,Monitor 32inch,Electronics,45000,4,3,174600,East,Corporate,Cash,4.9
2023-08-27,Bluetooth Speaker,Electronics,3500,10,12,30800,West,Retail,Credit Card,4.6
2023-08-27,Wireless Mouse,Electronics,1500,1,10,1350,South,Retail,Debit Card,4.7
2023-08-27,Sticky Notes,Stationery,80,198,5,15048,South,Corporate,Credit Card,3.9
2023-08-28,Graphics Card,Electronics,28000,6,0,168000,North,Corporate,UPI,3.9
2023-08-28,Gel Pen Set,Stationery,150,92,3,13386,South,Corporate,Credit Card,4.2
2023-08-29,Conference Table,Furniture,45000,19,3,829350,North,Corporate,Debit Card,4.4
2023-08-29,Clipboard Set,Stationery,180,116,3,20254,South,Corporate,Credit Card,5.0
2023-08-29,Ruler Set,Stationery,50,41,3,1988,South,Retail,Credit Card,3.6
2023-08-29,Conference Table,Furniture,45000,3,12,118800,West,Corporate,Debit Card,3.9
2023-08-29,Correction Pen,Stationery,60,248,12,13094,South,Retail,Cash,4.8
2023-08-29,Murphy Bed,Furniture,65000,18,0,1170000,West,Corporate,Credit Card,3.8
2023-08-29,Storage Bench,Furniture,10500,12,0,126000,South,Retail,Cash,5.0
2023-08-29,LED Desk Lamp,Electronics,2200,6,5,12540,East,Corporate,Debit Card,4.6
2023-08-29,Gaming Chair Pro,Furniture,22000,20,0,440000,East,Corporate,UPI,4.4
2023-08-29,Drawing Pad,Stationery,180,197,3,34396,South,Corporate,Credit Card,4.1
2023-08-31,Webcam HD,Electronics,5500,8,10,39600,South,Retail,Net Banking,3.7
2023-08-31,Robot Vacuum,Electronics,18000,13,0,234000,West,Corporate,Credit Card,4.9
2023-08-31,Reception Desk,Furniture,35000,11,8,354200,East,Retail,Debit Card,3.9
2023-08-31,Noise Cancel HP,Electronics,12000,15,0,180000,West,Retail,Net Banking,3.6
2023-09-01,Recliner Chair,Furniture,35000,10,10,315000,South,Corporate,Credit Card,4.7
2023-09-01,Standing Desk,Furniture,25000,5,5,118750,South,Retail,Cash,3.6
2023-09-01,Dash Cam,Electronics,6000,1,5,5700,East,Corporate,Net Banking,4.7
2023-09-02,Tablet 12inch,Electronics,38000,2,8,69920,North,Retail,UPI,3.6
2023-09-02,Pen Set Luxury,Stationery,800,85,12,59840,South,Retail,Credit Card,4.3
2023-09-04,External SSD 1TB,Electronics,6500,6,0,39000,North,Retail,Debit Card,4.8
2023-09-04,Robot Vacuum,Electronics,18000,14,15,214200,West,Retail,UPI,4.6
2023-09-04,Journal Leather,Stationery,700,125,0,87500,East,Retail,Net Banking,4.9
2023-09-04,Drawing Pad,Stationery,180,251,5,42921,East,Retail,Credit Card,3.9
2023-09-05,Conference Table,Furniture,45000,9,10,364500,South,Corporate,Credit Card,3.9
2023-09-05,Executive Chair,Furniture,30000,8,3,232800,South,Retail,Credit Card,3.7
2023-09-05,Clipboard Set,Stationery,180,61,5,10431,East,Corporate,Net Banking,3.6
2023-09-06,Gaming Headset,Electronics,6500,13,5,80275,North,Corporate,Credit Card,4.1
2023-09-06,Projector HD,Electronics,55000,1,3,53350,South,Retail,Debit Card,3.8
2023-09-06,Standing Desk,Furniture,25000,12,0,300000,South,Retail,UPI,4.9
2023-09-06,Executive Chair,Furniture,30000,9,0,270000,East,Corporate,Debit Card,4.6
2023-09-06,Platform Bed,Furniture,28000,6,8,154560,West,Corporate,Credit Card,4.0
2023-09-07,Highlighter Set,Stationery,120,247,8,27269,North,Retail,Credit Card,4.5
2023-09-07,Sticky Notes,Stationery,80,31,0,2480,East,Retail,Credit Card,3.7
2023-09-07,Monitor 32inch,Electronics,45000,1,0,45000,North,Corporate,UPI,4.2
2023-09-07,Platform Bed,Furniture,28000,7,3,190120,West,Retail,Debit Card,3.6
2023-09-08,Printer Laser,Electronics,18000,7,5,119700,South,Retail,Cash,4.7
2023-09-08,Wooden Desk,Furniture,15000,6,10,81000,East,Corporate,UPI,4.3
2023-09-08,L-Shape Desk,Furniture,20000,10,10,180000,East,Retail,UPI,4.4
2023-09-08,Platform Bed,Furniture,28000,6,3,162960,South,Retail,Credit Card,5.0
2023-09-09,Wireless Earbuds,Electronics,4500,14,0,63000,East,Corporate,Debit Card,4.8
2023-09-10,Storage Bench,Furniture,10500,10,3,101850,East,Retail,UPI,4.5
2023-09-10,Sticky Notes,Stationery,80,43,5,3268,South,Retail,UPI,4.5
2023-09-10,Wardrobe 3-door,Furniture,32000,5,5,152000,West,Retail,Cash,3.5
2023-09-10,Wardrobe 3-door,Furniture,32000,2,0,64000,North,Corporate,Credit Card,4.6
2023-09-10,Sketchbook A3,Stationery,550,66,0,36300,West,Retail,Credit Card,4.7
2023-09-10,Filing Cabinet,Furniture,8500,8,10,61200,South,Retail,Credit Card,3.6
2023-09-10,Wireless Earbuds,Electronics,4500,12,3,52380,East,Retail,Cash,4.3
2023-09-11,Bedside Table,Furniture,6500,2,10,11700,East,Retail,Cash,3.6
2023-09-11,Smartwatch Series 5,Electronics,15000,2,12,26400,North,Retail,Credit Card,4.5
2023-09-11,Conference Table,Furniture,45000,2,0,90000,East,Corporate,Debit Card,3.8
2023-09-12,Panel Bed,Furniture,32000,15,3,465600,North,Corporate,Debit Card,4.7
2023-09-12,Projector HD,Electronics,55000,2,0,110000,East,Retail,Credit Card,4.9
2023-09-12,Paper Cutter,Stationery,1200,92,0,110400,North,Retail,UPI,4.0
2023-09-12,Smart Speaker,Electronics,8500,10,0,85000,North,Retail,Credit Card,3.9
2023-09-13,Laptop Pro 15,Electronics,85000,12,0,1020000,West,Retail,Net Banking,3.7
2023-09-13,External SSD 1TB,Electronics,6500,11,10,64350,North,Retail,Credit Card,4.4
2023-09-13,Display Cabinet,Furniture,19000,16,0,304000,East,Corporate,Debit Card,3.7
2023-09-13,Gel Pen Set,Stationery,150,37,8,5106,South,Corporate,Credit Card,3.7
2023-09-14,Office Chair Deluxe,Furniture,12000,16,0,192000,North,Corporate,UPI,3.9
2023-09-14,Laptop Air 13,Electronics,72000,14,0,1008000,West,Retail,UPI,4.8
2023-09-14,Ergonomic Chair,Furniture,18000,16,5,273600,South,Corporate,Cash,3.9
2023-09-15,Panel Bed,Furniture,32000,6,0,192000,North,Corporate,Debit Card,4.9
2023-09-15,Printer Laser,Electronics,18000,14,0,252000,West,Retail,Net Banking,4.4
2023-09-16,Notepad Premium,Stationery,500,77,5,36575,North,Corporate,Net Banking,4.0
2023-09-16,Smart TV 55inch,Electronics,68000,5,12,299200,North,Retail,Credit Card,3.8
2023-09-16,Sticky Notes,Stationery,80,43,3,3337,North,Retail,Debit Card,4.0
2023-09-16,Bookshelf 5-tier,Furniture,6500,16,10,93600,West,Retail,Debit Card,4.7
2023-09-17,Notebook Pack,Stationery,250,183,0,45750,East,Corporate,UPI,4.4
2023-09-17,Marker Set,Stationery,200,296,0,59200,North,Corporate,Credit Card,3.6
2023-09-18,Visitor Chair,Furniture,4500,15,8,62100,North,Corporate,Net Banking,4.4
2023-09-18,Art Markers,Stationery,900,104,0,93600,South,Corporate,UPI,3.9
2023-09-18,A4 Paper Ream,Stationery,400,140,12,49280,East,Retail,Credit Card,4.4
2023-09-19,Notebook Pack,Stationery,250,239,5,56762,South,Corporate,Debit Card,4.0
2023-09-19,Filing Cabinet,Furniture,8500,16,0,136000,North,Corporate,Credit Card,3.6
2023-09-19,Gaming Headset,Electronics,6500,12,5,74100,South,Retail,Net Banking,3.6
2023-09-20,Scissors Set,Stationery,90,234,5,20007,East,Retail,Credit Card,4.7
2023-09-21,Drawing Pad,Stationery,180,130,5,22230,West,Corporate,Cash,4.0
2023-09-21,Air Purifier,Electronics,12000,3,12,31680,South,Corporate,Cash,3.9
2023-09-21,Bookshelf 5-tier,Furniture,6500,14,3,88270,South,Retail,Credit Card,4.9
2023-09-22,Reception Desk,Furniture,35000,20,5,665000,North,Corporate,Credit Card,4.6
2023-09-22,Printer Laser,Electronics,18000,5,0,90000,North,Corporate,Debit Card,4.2
2023-09-22,Smart TV 55inch,Electronics,68000,14,15,809200,West,Retail,Credit Card,3.9
2023-09-22,Coffee Table,Furniture,5500,19,5,99275,South,Retail,Debit Card,3.5
2023-09-22,Art Markers,Stationery,900,281,5,240255,East,Corporate,UPI,4.8
2023-09-23,External SSD 1TB,Electronics,6500,1,0,6500,East,Retail,Cash,3.7
2023-09-23,Bedside Table,Furniture,6500,8,5,49400,East,Corporate,Credit Card,3.6
2023-09-24,L-Shape Desk,Furniture,20000,7,10,126000,East,Retail,Cash,4.1
2023-09-24,Pencil Set,Stationery,600,110,15,56100,East,Retail,Credit Card,3.7
2023-09-24,Art Markers,Stationery,900,62,15,47430,North,Retail,Debit Card,4.6
2023-09-24,Smart Speaker,Electronics,8500,13,12,97240,North,Retail,UPI,4.5
2023-09-25,Storage Bench,Furniture,10500,5,0,52500,North,Retail,Debit Card,4.8
2023-09-26,Microphone USB,Electronics,6500,8,12,45760,West,Corporate,Credit Card,4.9
2023-09-26,Laptop Air 13,Electronics,72000,15,0,1080000,West,Retail,UPI,4.3
2023-09-27,Paper Cutter,Stationery,1200,92,12,97152,North,Retail,Cash,4.3
2023-09-27,Visitor Chair,Furniture,4500,9,3,39285,East,Corporate,Credit Card,4.5
2023-09-27,Bluetooth Speaker,Electronics,3500,2,8,6440,East,Corporate,UPI,3.8
2023-09-27,Correction Pen,Stationery,60,233,0,13980,West,Corporate,Cash,4.4
2023-09-27,Scissors Set,Stationery,90,220,3,19206,West,Corporate,UPI,4.3
2023-09-27,A4 Paper Ream,Stationery,400,65,12,22880,West,Retail,UPI,4.8
2023-09-28,Keyboard Mechanical,Electronics,5500,10,5,52250,North,Retail,Debit Card,4.9
2023-09-28,Binder Set,Stationery,350,224,0,78400,East,Retail,Cash,3.7
2023-09-28,TV Stand,Furniture,8500,20,8,156400,East,Corporate,Net Banking,4.4
2023-09-29,Binding Machine,Stationery,8500,40,0,340000,South,Corporate,Credit Card,4.1
2023-09-30,Mesh Chair,Furniture,14500,11,15,135575,West,Retail,Debit Card,4.8
2023-09-30,Ruler Set,Stationery,50,47,3,2280,North,Corporate,Debit Card,3.6
2023-09-30,LED Desk Lamp,Electronics,2200,14,10,27720,West,Retail,Credit Card,3.7
2023-10-01,Dash Cam,Electronics,6000,8,0,48000,East,Corporate,Credit Card,3.7
2023-10-01,Correction Pen,Stationery,60,122,0,7320,North,Retail,Cash,3.8
2023-10-02,Filing Cabinet,Furniture,8500,3,0,25500,West,Retail,Debit Card,4.2
2023-10-02,Sticky Notes,Stationery,80,191,5,14516,South,Corporate,Debit Card,4.9
2023-10-02,Journal Leather,Stationery,700,217,0,151900,West,Retail,UPI,4.2
2023-10-03,Label Maker,Stationery,1200,263,0,315600,North,Retail,Net Banking,4.5
2023-10-03,Executive Chair,Furniture,30000,3,0,90000,South,Retail,Credit Card,4.2
2023-10-03,External SSD 1TB,Electronics,6500,11,8,65780,South,Retail,Credit Card,4.6
2023-10-03,Dash Cam,Electronics,6000,5,10,27000,East,Retail,Credit Card,4.0
2023-10-03,Murphy Bed,Furniture,65000,9,10,526500,South,Corporate,Credit Card,4.4
2023-10-04,Binding Machine,Stationery,8500,276,10,2111400,West,Retail,Cash,4.4
2023-10-04,Journal Leather,Stationery,700,71,8,45724,North,Corporate,Credit Card,4.7
2023-10-04,Gaming Chair Pro,Furniture,22000,7,3,149380,North,Corporate,Net Banking,5.0
2023-10-04,Journal Leather,Stationery,700,278,15,165410,South,Corporate,UPI,4.0
2023-10-04,Display Cabinet,Furniture,19000,13,5,234650,North,Corporate,Credit Card,4.4
2023-10-04,Monitor 27inch,Electronics,32000,2,12,56320,West,Corporate,Credit Card,4.7
2023-10-04,Conference Table,Furniture,45000,4,3,174600,West,Corporate,Credit Card,4.4
2023-10-05,External SSD 1TB,Electronics,6500,6,0,39000,North,Corporate,Credit Card,4.3
2023-10-05,Lounge Chair,Furniture,16000,6,5,91200,West,Retail,Net Banking,3.9
2023-10-05,Executive Chair,Furniture,30000,1,10,27000,West,Corporate,Credit Card,4.9
2023-10-06,TV Stand,Furniture,8500,16,8,125120,South,Corporate,Credit Card,4.6
2023-10-06,Pencil Set,Stationery,600,70,12,36960,South,Retail,UPI,4.5
2023-10-06,Bar Cabinet,Furniture,32000,10,10,288000,West,Corporate,Net Banking,4.0
2023-10-07,Conference Table,Furniture,45000,2,8,82800,West,Corporate,Credit Card,4.1
2023-10-07,Webcam HD,Electronics,5500,4,0,22000,West,Corporate,Credit Card,4.2
2023-10-08,Bluetooth Speaker,Electronics,3500,8,8,25760,South,Corporate,Credit Card,3.8
2023-10-08,Laminator A4,Stationery,3500,280,8,901600,North,Retail,Cash,4.5
2023-10-09,Smart Speaker,Electronics,8500,5,15,36125,North,Corporate,UPI,4.4
2023-10-09,Coffee Table,Furniture,5500,7,0,38500,South,Retail,Debit Card,4.8
2023-10-10,Smart Speaker,Electronics,8500,5,8,39100,North,Retail,Credit Card,4.0
2023-10-10,Bedside Table,Furniture,6500,16,0,104000,South,Corporate,Credit Card,4.4
2023-10-10,Lounge Chair,Furniture,16000,17,0,272000,East,Corporate,Debit Card,4.9
2023-10-10,Ruler Set,Stationery,50,15,15,638,West,Retail,UPI,4.9
2023-10-10,Marker Set,Stationery,200,187,0,37400,West,Corporate,Credit Card,3.5
2023-10-11,Tablet 10inch,Electronics,28000,2,0,56000,West,Retail,Credit Card,4.5
2023-10-12,Art Markers,Stationery,900,91,0,81900,West,Corporate,Credit Card,4.8
2023-10-13,Lounge Chair,Furniture,16000,17,8,250240,East,Corporate,Credit Card,5.0
2023-10-13,Paper Cutter,Stationery,1200,298,15,303960,East,Retail,Debit Card,4.5
2023-10-13,Wooden Desk,Furniture,15000,18,12,237600,South,Retail,Credit Card,4.2
2023-10-13,Reception Desk,Furniture,35000,20,3,679000,North,Corporate,Debit Card,4.1
2023-10-14,Gaming Headset,Electronics,6500,6,3,37830,West,Retail,Net Banking,4.8
2023-10-14,Laptop Air 13,Electronics,72000,15,3,1047600,West,Retail,Debit Card,4.6
2023-10-14,Gaming Chair Pro,Furniture,22000,19,0,418000,North,Retail,Debit Card,4.3
2023-10-14,Journal Leather,Stationery,700,76,8,48944,West,Corporate,Cash,4.4
2023-10-14,Paper Cutter,Stationery,1200,128,5,145920,West,Retail,Debit Card,4.5
2023-10-14,Desk Organizer,Stationery,800,142,5,107920,East,Retail,UPI,3.9
2023-10-15,Noise Cancel HP,Electronics,12000,9,3,104760,East,Corporate,UPI,4.8
2023-10-15,Monthly Planner,Stationery,420,184,3,74962,North,Retail,Cash,3.8
2023-10-16,Stapler,Stationery,350,176,3,59752,East,Retail,Credit Card,4.9
2023-10-16,Noise Cancel HP,Electronics,12000,13,12,137280,North,Corporate,Net Banking,4.9
2023-10-16,Ergonomic Chair,Furniture,18000,20,5,342000,North,Retail,Net Banking,4.9
2023-10-17,Recliner Chair,Furniture,35000,19,0,665000,North,Retail,Cash,4.7
2023-10-17,Tablet 10inch,Electronics,28000,11,0,308000,South,Corporate,Debit Card,4.2
2023-10-18,Scissors Set,Stationery,90,88,0,7920,East,Retail,Debit Card,3.6
2023-10-18,Air Purifier,Electronics,12000,3,12,31680,East,Corporate,UPI,5.0
2023-10-18,A4 Paper Ream,Stationery,400,213,0,85200,South,Retail,Debit Card,4.7
2023-10-19,Power Bank,Electronics,2800,1,0,2800,South,Corporate,UPI,4.5
2023-10-19,Smart TV 43inch,Electronics,42000,3,0,126000,East,Retail,Cash,4.8
2023-10-19,Bookshelf 5-tier,Furniture,6500,3,0,19500,North,Retail,Credit Card,5.0
2023-10-20,Smartwatch Series 5,Electronics,15000,6,5,85500,North,Corporate,Credit Card,4.1
2023-10-20,Webcam HD,Electronics,5500,5,5,26125,South,Corporate,UPI,5.0
2023-10-21,Ruler Set,Stationery,50,75,0,3750,East,Corporate,Cash,3.5
2023-10-21,Wireless Mouse,Electronics,1500,1,0,1500,South,Corporate,Credit Card,4.7
2023-10-22,Microphone USB,Electronics,6500,2,8,11960,North,Corporate,Debit Card,4.5
2023-10-22,Wooden Desk,Furniture,15000,2,0,30000,South,Corporate,Net Banking,3.8
2023-10-22,Notebook Pack,Stationery,250,49,0,12250,West,Retail,Cash,4.5
2023-10-22,Visitor Chair,Furniture,4500,11,3,48015,West,Corporate,Credit Card,4.9
2023-10-22,Planner Annual,Stationery,450,29,12,11484,North,Corporate,Net Banking,4.0
2023-10-22,Bluetooth Speaker,Electronics,3500,5,0,17500,West,Corporate,Debit Card,4.6
2023-10-24,Clipboard Set,Stationery,180,248,3,43301,West,Retail,Debit Card,4.5
2023-10-24,Clipboard Set,Stationery,180,45,5,7695,West,Retail,Debit Card,4.5
2023-10-25,Bedside Table,Furniture,6500,6,0,39000,East,Corporate,Credit Card,3.8
2023-10-25,Bookcase,Furniture,8500,17,15,122825,East,Retail,Cash,5.0
2023-10-25,Correction Pen,Stationery,60,68,0,4080,East,Corporate,Cash,4.3
2023-10-25,Printer Laser,Electronics,18000,9,12,142560,North,Retail,Debit Card,3.5
2023-10-25,Gaming Chair Pro,Furniture,22000,20,10,396000,South,Retail,UPI,4.5
2023-10-25,Pen Set Luxury,Stationery,800,105,15,71400,East,Retail,Debit Card,3.8
2023-10-26,Planner Annual,Stationery,450,140,8,57960,West,Retail,Credit Card,4.3
2023-10-26,Recliner Chair,Furniture,35000,19,10,598500,South,Corporate,UPI,4.0
2023-10-26,Office Chair Deluxe,Furniture,12000,17,15,173400,South,Corporate,Credit Card,4.7
2023-10-26,USB Hub,Electronics,2200,11,0,24200,South,Corporate,Debit Card,4.4
2023-10-27,Dresser,Furniture,20000,2,5,38000,West,Retail,Debit Card,3.7
2023-10-28,Power Bank,Electronics,2800,2,5,5320,North,Retail,Credit Card,3.9
2023-10-28,Wireless Earbuds,Electronics,4500,4,5,17100,South,Retail,Credit Card,5.0
2023-10-28,Planner Annual,Stationery,450,206,8,85284,South,Retail,UPI,3.8
2023-10-29,Bookshelf 5-tier,Furniture,6500,2,15,11050,East,Retail,Credit Card,4.2
2023-10-29,Study Table,Furniture,7800,4,15,26520,West,Corporate,Cash,4.7
2023-10-29,Printer Laser,Electronics,18000,1,3,17460,East,Corporate,Credit Card,4.0
2023-10-30,Notepad Premium,Stationery,500,174,0,87000,West,Corporate,Credit Card,4.9
2023-10-30,Smart TV 55inch,Electronics,68000,13,12,777920,North,Retail,Cash,4.4
2023-10-30,Visitor Chair,Furniture,4500,20,8,82800,South,Retail,Debit Card,3.6
2023-10-30,Smart Speaker,Electronics,8500,2,0,17000,West,Retail,Credit Card,4.2
2023-10-30,Display Cabinet,Furniture,19000,13,0,247000,East,Retail,Credit Card,3.9
2023-10-31,Sticky Notes,Stationery,80,181,12,12742,South,Corporate,UPI,3.6
2023-11-01,Recliner Chair,Furniture,35000,6,8,193200,South,Corporate,Cash,4.6
2023-11-01,Tablet 10inch,Electronics,28000,6,8,154560,West,Retail,Debit Card,4.7
2023-11-01,L-Shape Desk,Furniture,20000,2,15,34000,West,Retail,Credit Card,4.0
2023-11-02,Pencil Set,Stationery,600,253,0,151800,East,Corporate,Credit Card,3.6
2023-11-03,Sofa Set Office,Furniture,55000,6,12,290400,East,Corporate,Net Banking,4.5
2023-11-04,Laminator A4,Stationery,3500,242,0,847000,East,Retail,Credit Card,4.9
2023-11-04,Coffee Table,Furniture,5500,18,5,94050,South,Retail,Debit Card,4.4
2023-11-04,Monitor 27inch,Electronics,32000,5,12,140800,East,Corporate,Net Banking,4.4
2023-11-04,Marker Set,Stationery,200,133,8,24472,South,Retail,Credit Card,4.1
2023-11-05,Drawing Pad,Stationery,180,53,12,8395,South,Retail,Net Banking,4.4
2023-11-05,Drawing Pad,Stationery,180,104,12,16474,South,Corporate,Credit Card,4.1
2023-11-05,L-Shape Desk,Furniture,20000,12,8,220800,North,Retail,Debit Card,3.6
2023-11-06,Desk Organizer,Stationery,800,294,0,235200,East,Retail,UPI,3.6
2023-11-06,External SSD 1TB,Electronics,6500,9,5,55575,South,Retail,Credit Card,4.8
2023-11-06,Ergonomic Chair,Furniture,18000,11,8,182160,South,Retail,Credit Card,4.0
2023-11-07,Tablet 10inch,Electronics,28000,15,3,407400,North,Retail,Net Banking,4.5
2023-11-07,Smartwatch Series 5,Electronics,15000,11,0,165000,West,Retail,Credit Card,5.0
2023-11-07,Smart Speaker,Electronics,8500,11,15,79475,West,Corporate,Net Banking,4.0
2023-11-07,Robot Vacuum,Electronics,18000,9,0,162000,South,Corporate,Debit Card,4.3
2023-11-08,Executive Chair,Furniture,30000,14,15,357000,East,Retail,Debit Card,4.5
2023-11-08,Tablet 10inch,Electronics,28000,9,0,252000,North,Corporate,Debit Card,3.8
2023-11-09,Panel Bed,Furniture,32000,11,0,352000,North,Corporate,UPI,4.9
2023-11-10,Sketchbook A3,Stationery,550,79,15,36932,East,Retail,Net Banking,3.8
2023-11-10,Robot Vacuum,Electronics,18000,5,3,87300,West,Retail,Net Banking,4.7
2023-11-10,Wardrobe 3-door,Furniture,32000,13,15,353600,South,Retail,Credit Card,3.6
2023-11-11,Platform Bed,Furniture,28000,11,5,292600,East,Retail,Debit Card,3.7
2023-11-11,USB Hub,Electronics,2200,10,5,20900,West,Retail,Credit Card,3.8
2023-11-12,Bookcase,Furniture,8500,15,5,121125,South,Corporate,Cash,4.9
2023-11-12,Sofa Set Office,Furniture,55000,8,15,374000,South,Corporate,Cash,3.7
2023-11-13,Corner Desk,Furniture,18000,1,0,18000,South,Retail,Credit Card,4.6
2023-11-13,Tablet 10inch,Electronics,28000,6,10,151200,South,Corporate,Net Banking,3.7
2023-11-13,Planner Annual,Stationery,450,281,0,126450,North,Corporate,Cash,4.8
2023-11-16,Binder Set,Stationery,350,291,15,86572,North,Corporate,Credit Card,4.6
2023-11-16,Binder Set,Stationery,350,230,12,70840,South,Corporate,UPI,4.4
2023-11-16,Robot Vacuum,Electronics,18000,4,10,64800,West,Retail,Debit Card,4.6
2023-11-17,Gel Pen Set,Stationery,150,7,5,998,South,Retail,Cash,4.9
2023-11-17,Robot Vacuum,Electronics,18000,4,8,66240,East,Retail,Credit Card,4.6
2023-11-17,Display Cabinet,Furniture,19000,1,5,18050,North,Corporate,Cash,5.0
2023-11-18,Conference Table,Furniture,45000,18,5,769500,South,Retail,Credit Card,3.9
2023-11-18,Executive Chair,Furniture,30000,19,5,541500,South,Corporate,Debit Card,3.8
2023-11-18,Lounge Chair,Furniture,16000,10,5,152000,West,Retail,Cash,4.7
2023-11-18,Clipboard Set,Stationery,180,33,8,5465,East,Corporate,Debit Card,4.8
2023-11-18,Dash Cam,Electronics,6000,5,10,27000,East,Corporate,UPI,4.2
2023-11-19,Smart Speaker,Electronics,8500,8,8,62560,West,Corporate,Credit Card,3.9
2023-11-19,Recliner Chair,Furniture,35000,2,5,66500,North,Retail,Credit Card,4.7
2023-11-19,Wardrobe 3-door,Furniture,32000,19,5,577600,West,Corporate,Net Banking,4.9
2023-11-19,USB Hub,Electronics,2200,11,8,22264,West,Corporate,Net Banking,4.8
2023-11-20,Microphone USB,Electronics,6500,9,0,58500,South,Corporate,UPI,3.9
2023-11-20,Corner Desk,Furniture,18000,4,0,72000,West,Retail,Credit Card,4.3
2023-11-22,Calculator,Stationery,450,208,8,86112,West,Corporate,UPI,4.2
2023-11-23,Notepad Premium,Stationery,500,177,8,81420,South,Retail,Debit Card,3.7
2023-11-23,Bookcase,Furniture,8500,16,15,115600,South,Retail,Debit Card,4.7
2023-11-23,A4 Paper Ream,Stationery,400,197,8,72496,South,Retail,Debit Card,4.4
2023-11-23,External SSD 1TB,Electronics,6500,9,8,53820,West,Corporate,Debit Card,4.9
2023-11-23,Paper Cutter,Stationery,1200,186,15,189720,North,Retail,UPI,4.0
2023-11-24,Platform Bed,Furniture,28000,5,12,123200,South,Corporate,Debit Card,4.3
2023-11-25,Display Cabinet,Furniture,19000,2,10,34200,North,Retail,Debit Card,4.1
